PlotID,Date\Time, Speed, Direction, Gust
S8, 2012-11-07 20:42:41, 11.83, 327.1, 11.83
S8, 2012-11-07 20:42:44, 11.83, 321.5, 11.83
S8, 2012-11-07 20:42:47, 12.39, 327.1, 12.39
S8, 2012-11-07 20:42:50, 10.13, 327.1, 10.13
S8, 2012-11-07 20:42:53, 10.69, 331.3, 10.69
S8, 2012-11-07 20:42:56, 10.13, 321.5, 10.13
S8, 2012-11-07 20:42:59, 7.9, 324.3, 7.9
S8, 2012-11-07 20:43:02, 10.13, 320.1, 10.13
S8, 2012-11-07 20:43:05, 12.95, 313.1, 12.95
S8, 2012-11-07 20:43:08, 10.69, 314.5, 10.69
S8, 2012-11-07 20:43:11, 10.69, 287.8, 10.69
S8, 2012-11-07 20:43:14, 10.69, 318.7, 10.69
S8, 2012-11-07 20:43:17, 10.13, 307.5, 10.13
S8, 2012-11-07 20:43:20, 11.83, 314.5, 11.83
S8, 2012-11-07 20:43:23, 13.51, 320.1, 13.51
S8, 2012-11-07 20:43:26, 11.83, 332.7, 11.83
S8, 2012-11-07 20:43:29, 11.83, 327.1, 11.83
S8, 2012-11-07 20:43:32, 11.27, 321.5, 11.27
S8, 2012-11-07 20:43:35, 10.13, 315.9, 10.13
S8, 2012-11-07 20:43:38, 10.13, 322.9, 10.13
S8, 2012-11-07 20:43:41, 11.83, 315.9, 11.83
S8, 2012-11-07 20:43:44, 11.83, 327.1, 11.83
S8, 2012-11-07 20:43:47, 11.27, 313.1, 11.27
S8, 2012-11-07 20:43:50, 11.83, 315.9, 11.83
S8, 2012-11-07 20:43:53, 10.13, 301.8, 10.13
S8, 2012-11-07 20:43:56, 7.9, 313.1, 7.9
S8, 2012-11-07 20:43:59, 9.01, 306.1, 9.01
S8, 2012-11-07 20:44:02, 7.31, 332.7, 7.31
S8, 2012-11-07 20:44:05, 6.76, 0, 6.76
S8, 2012-11-07 20:44:08, 6.76, 327.1, 6.76
S8, 2012-11-07 20:44:11, 7.9, 322.9, 7.9
S8, 2012-11-07 20:44:14, 7.31, 336.9, 7.31
S8, 2012-11-07 20:44:17, 11.27, 344, 11.27
S8, 2012-11-07 20:44:20, 11.27, 331.3, 11.27
S8, 2012-11-07 20:44:23, 13.51, 338.3, 13.51
S8, 2012-11-07 20:44:26, 14.09, 344, 14.09
S8, 2012-11-07 20:44:29, 11.83, 332.7, 11.83
S8, 2012-11-07 20:44:32, 11.83, 324.3, 11.83
S8, 2012-11-07 20:44:35, 10.69, 335.5, 10.69
S8, 2012-11-07 20:44:38, 9.57, 335.5, 9.57
S8, 2012-11-07 20:44:41, 14.09, 331.3, 14.09
S8, 2012-11-07 20:44:44, 14.65, 351, 14.65
S8, 2012-11-07 20:44:47, 12.39, 342.6, 12.39
S8, 2012-11-07 20:44:50, 14.09, 349.6, 14.09
S8, 2012-11-07 20:44:53, 13.51, 345.4, 13.51
S8, 2012-11-07 20:44:56, 12.95, 327.1, 12.95
S8, 2012-11-07 20:44:59, 12.95, 315.9, 12.95
S8, 2012-11-07 20:45:02, 11.83, 318.7, 11.83
S8, 2012-11-07 20:45:05, 11.27, 341.2, 11.27
S8, 2012-11-07 20:45:08, 12.39, 352.4, 12.39
S8, 2012-11-07 20:45:11, 11.83, 331.3, 11.83
S8, 2012-11-07 20:45:14, 12.95, 349.6, 12.95
S8, 2012-11-07 20:45:17, 15.77, 336.9, 15.77
S8, 2012-11-07 20:45:20, 15.77, 345.4, 15.77
S8, 2012-11-07 20:45:23, 11.27, 0, 11.27
S8, 2012-11-07 20:45:26, 10.69, 0, 10.69
S8, 2012-11-07 20:45:29, 11.27, 26.7, 11.27
S8, 2012-11-07 20:45:32, 12.39, 0, 12.39
S8, 2012-11-07 20:45:35, 10.13, 1.4, 10.13
S8, 2012-11-07 20:45:38, 10.69, 2.8, 10.69
S8, 2012-11-07 20:45:41, 10.69, 1.4, 10.69
S8, 2012-11-07 20:45:44, 11.27, 0, 11.27
S8, 2012-11-07 20:45:47, 12.39, 351, 12.39
S8, 2012-11-07 20:45:50, 12.95, 342.6, 12.95
S8, 2012-11-07 20:45:53, 12.95, 349.6, 12.95
S8, 2012-11-07 20:45:56, 10.13, 329.9, 10.13
S8, 2012-11-07 20:45:59, 9.57, 349.6, 9.57
S8, 2012-11-07 20:46:02, 9.01, 351, 9.01
S8, 2012-11-07 20:46:05, 10.69, 351, 10.69
S8, 2012-11-07 20:46:08, 11.27, 22.5, 11.27
S8, 2012-11-07 20:46:11, 12.39, 2.8, 12.39
S8, 2012-11-07 20:46:14, 13.51, 0, 13.51
S8, 2012-11-07 20:46:17, 10.69, 353.8, 10.69
S8, 2012-11-07 20:46:20, 12.95, 352.4, 12.95
S8, 2012-11-07 20:46:23, 12.39, 0, 12.39
S8, 2012-11-07 20:46:26, 11.27, 355.2, 11.27
S8, 2012-11-07 20:46:29, 11.27, 0, 11.27
S8, 2012-11-07 20:46:32, 10.69, 352.4, 10.69
S8, 2012-11-07 20:46:35, 10.69, 0, 10.69
S8, 2012-11-07 20:46:38, 11.83, 345.4, 11.83
S8, 2012-11-07 20:46:41, 9.57, 341.2, 9.57
S8, 2012-11-07 20:46:44, 6.76, 344, 6.76
S8, 2012-11-07 20:46:47, 7.9, 351, 7.9
S8, 2012-11-07 20:46:50, 9.01, 346.8, 9.01
S8, 2012-11-07 20:46:53, 10.13, 1.4, 10.13
S8, 2012-11-07 20:46:56, 8.46, 344, 8.46
S8, 2012-11-07 20:46:59, 9.57, 352.4, 9.57
S8, 2012-11-07 20:47:02, 9.57, 5.6, 9.57
S8, 2012-11-07 20:47:05, 8.46, 355.2, 8.46
S8, 2012-11-07 20:47:08, 11.83, 345.4, 11.83
S8, 2012-11-07 20:47:11, 11.27, 338.3, 11.27
S8, 2012-11-07 20:47:14, 9.01, 353.8, 9.01
S8, 2012-11-07 20:47:17, 10.69, 352.4, 10.69
S8, 2012-11-07 20:47:20, 11.83, 355.2, 11.83
S8, 2012-11-07 20:47:23, 10.69, 353.8, 10.69
S8, 2012-11-07 20:47:26, 10.69, 338.3, 10.69
S8, 2012-11-07 20:47:29, 11.27, 341.2, 11.27
S8, 2012-11-07 20:47:32, 11.83, 341.2, 11.83
S8, 2012-11-07 20:47:35, 11.27, 338.3, 11.27
S8, 2012-11-07 20:47:38, 11.27, 332.7, 11.27
S8, 2012-11-07 20:47:41, 9.01, 332.7, 9.01
S8, 2012-11-07 20:47:44, 10.13, 332.7, 10.13
S8, 2012-11-07 20:47:47, 9.01, 345.4, 9.01
S8, 2012-11-07 20:47:50, 8.46, 329.9, 8.46
S8, 2012-11-07 20:47:53, 6.76, 332.7, 6.76
S8, 2012-11-07 20:47:56, 7.31, 332.7, 7.31
S8, 2012-11-07 20:47:59, 9.57, 341.2, 9.57
S8, 2012-11-07 20:48:02, 10.13, 341.2, 10.13
S8, 2012-11-07 20:48:05, 9.01, 336.9, 9.01
S8, 2012-11-07 20:48:08, 7.31, 331.3, 7.31
S8, 2012-11-07 20:48:11, 7.31, 332.7, 7.31
S8, 2012-11-07 20:48:14, 6.76, 327.1, 6.76
S8, 2012-11-07 20:48:17, 6.2, 315.9, 6.2
S8, 2012-11-07 20:48:20, 7.31, 327.1, 7.31
S8, 2012-11-07 20:48:23, 6.76, 314.5, 6.76
S8, 2012-11-07 20:48:26, 6.2, 345.4, 6.2
S8, 2012-11-07 20:48:29, 7.31, 336.9, 7.31
S8, 2012-11-07 20:48:32, 7.31, 338.3, 7.31
S8, 2012-11-07 20:48:35, 7.31, 341.2, 7.31
S8, 2012-11-07 20:48:38, 9.01, 338.3, 9.01
S8, 2012-11-07 20:48:41, 9.01, 332.7, 9.01
S8, 2012-11-07 20:48:44, 6.2, 318.7, 6.2
S8, 2012-11-07 20:48:47, 9.57, 324.3, 9.57
S8, 2012-11-07 20:48:50, 11.27, 320.1, 11.27
S8, 2012-11-07 20:48:53, 9.57, 322.9, 9.57
S8, 2012-11-07 20:48:56, 10.13, 315.9, 10.13
S8, 2012-11-07 20:48:59, 10.13, 324.3, 10.13
S8, 2012-11-07 20:49:02, 9.57, 344, 9.57
S8, 2012-11-07 20:49:05, 9.01, 352.4, 9.01
S8, 2012-11-07 20:49:08, 6.76, 352.4, 6.76
S8, 2012-11-07 20:49:11, 9.01, 351, 9.01
S8, 2012-11-07 20:49:14, 10.69, 324.3, 10.69
S8, 2012-11-07 20:49:17, 9.57, 345.4, 9.57
S8, 2012-11-07 20:49:20, 10.69, 345.4, 10.69
S8, 2012-11-07 20:49:23, 9.01, 0, 9.01
S8, 2012-11-07 20:49:26, 7.9, 8.4, 7.9
S8, 2012-11-07 20:49:29, 9.57, 336.9, 9.57
S8, 2012-11-07 20:49:32, 13.51, 355.2, 13.51
S8, 2012-11-07 20:49:35, 12.39, 355.2, 12.39
S8, 2012-11-07 20:49:38, 10.69, 1.4, 10.69
S8, 2012-11-07 20:49:41, 8.46, 9.8, 8.46
S8, 2012-11-07 20:49:44, 8.46, 1.4, 8.46
S8, 2012-11-07 20:49:47, 10.69, 351, 10.69
S8, 2012-11-07 20:49:50, 10.13, 345.4, 10.13
S8, 2012-11-07 20:49:53, 11.27, 346.8, 11.27
S8, 2012-11-07 20:49:56, 10.69, 352.4, 10.69
S8, 2012-11-07 20:49:59, 9.01, 351, 9.01
S8, 2012-11-07 20:50:02, 7.31, 345.4, 7.31
S8, 2012-11-07 20:50:05, 9.01, 315.9, 9.01
S8, 2012-11-07 20:50:08, 9.01, 342.6, 9.01
S8, 2012-11-07 20:50:11, 7.9, 336.9, 7.9
S8, 2012-11-07 20:50:14, 7.31, 352.4, 7.31
S8, 2012-11-07 20:50:17, 8.46, 352.4, 8.46
S8, 2012-11-07 20:50:20, 11.83, 355.2, 11.83
S8, 2012-11-07 20:50:23, 11.83, 352.4, 11.83
S8, 2012-11-07 20:50:26, 9.57, 338.3, 9.57
S8, 2012-11-07 20:50:29, 9.57, 327.1, 9.57
S8, 2012-11-07 20:50:32, 8.46, 320.1, 8.46
S8, 2012-11-07 20:50:35, 6.76, 349.6, 6.76
S8, 2012-11-07 20:50:38, 10.69, 353.8, 10.69
S8, 2012-11-07 20:50:41, 7.9, 332.7, 7.9
S8, 2012-11-07 20:50:44, 7.9, 336.9, 7.9
S8, 2012-11-07 20:50:47, 6.76, 345.4, 6.76
S8, 2012-11-07 20:50:50, 7.9, 297.6, 7.9
S8, 2012-11-07 20:50:53, 13.51, 329.9, 13.51
S8, 2012-11-07 20:50:56, 12.95, 324.3, 12.95
S8, 2012-11-07 20:50:59, 12.95, 336.9, 12.95
S8, 2012-11-07 20:51:02, 13.51, 327.1, 13.51
S8, 2012-11-07 20:51:05, 13.51, 321.5, 13.51
S8, 2012-11-07 20:51:08, 10.13, 320.1, 10.13
S8, 2012-11-07 20:51:11, 9.57, 301.8, 9.57
S8, 2012-11-07 20:51:14, 11.27, 314.5, 11.27
S8, 2012-11-07 20:51:17, 12.95, 315.9, 12.95
S8, 2012-11-07 20:51:20, 14.09, 327.1, 14.09
S8, 2012-11-07 20:51:23, 12.95, 318.7, 12.95
S8, 2012-11-07 20:51:26, 12.95, 320.1, 12.95
S8, 2012-11-07 20:51:29, 14.09, 327.1, 14.09
S8, 2012-11-07 20:51:32, 11.83, 338.3, 11.83
S8, 2012-11-07 20:51:35, 10.13, 336.9, 10.13
S8, 2012-11-07 20:51:38, 11.27, 332.7, 11.27
S8, 2012-11-07 20:51:41, 10.69, 345.4, 10.69
S8, 2012-11-07 20:51:44, 13.51, 341.2, 13.51
S8, 2012-11-07 20:51:47, 11.83, 335.5, 11.83
S8, 2012-11-07 20:51:50, 10.13, 324.3, 10.13
S8, 2012-11-07 20:51:53, 13.51, 336.9, 13.51
S8, 2012-11-07 20:51:56, 10.69, 324.3, 10.69
S8, 2012-11-07 20:51:59, 13.51, 327.1, 13.51
S8, 2012-11-07 20:52:02, 11.83, 324.3, 11.83
S8, 2012-11-07 20:52:05, 11.27, 332.7, 11.27
S8, 2012-11-07 20:52:08, 10.13, 321.5, 10.13
S8, 2012-11-07 20:52:11, 10.69, 310.3, 10.69
S8, 2012-11-07 20:52:14, 10.69, 355.2, 10.69
S8, 2012-11-07 20:52:17, 10.69, 327.1, 10.69
S8, 2012-11-07 20:52:20, 8.46, 322.9, 8.46
S8, 2012-11-07 20:52:23, 12.95, 327.1, 12.95
S8, 2012-11-07 20:52:26, 11.83, 324.3, 11.83
S8, 2012-11-07 20:52:29, 10.69, 331.3, 10.69
S8, 2012-11-07 20:52:32, 9.01, 318.7, 9.01
S8, 2012-11-07 20:52:35, 9.01, 332.7, 9.01
S8, 2012-11-07 20:52:38, 11.83, 336.9, 11.83
S8, 2012-11-07 20:52:41, 9.57, 327.1, 9.57
S8, 2012-11-07 20:52:44, 10.69, 336.9, 10.69
S8, 2012-11-07 20:52:47, 9.57, 338.3, 9.57
S8, 2012-11-07 20:52:50, 9.01, 320.1, 9.01
S8, 2012-11-07 20:52:53, 11.27, 327.1, 11.27
S8, 2012-11-07 20:52:56, 11.27, 314.5, 11.27
S8, 2012-11-07 20:52:59, 12.39, 324.3, 12.39
S8, 2012-11-07 20:53:02, 11.83, 315.9, 11.83
S8, 2012-11-07 20:53:05, 9.57, 322.9, 9.57
S8, 2012-11-07 20:53:08, 7.9, 321.5, 7.9
S8, 2012-11-07 20:53:11, 9.57, 315.9, 9.57
S8, 2012-11-07 20:53:14, 10.69, 314.5, 10.69
S8, 2012-11-07 20:53:17, 11.83, 327.1, 11.83
S8, 2012-11-07 20:53:20, 10.69, 318.7, 10.69
S8, 2012-11-07 20:53:23, 10.13, 314.5, 10.13
S8, 2012-11-07 20:53:26, 7.9, 346.8, 7.9
S8, 2012-11-07 20:53:29, 7.31, 321.5, 7.31
S8, 2012-11-07 20:53:32, 7.31, 324.3, 7.31
S8, 2012-11-07 20:53:35, 7.9, 322.9, 7.9
S8, 2012-11-07 20:53:38, 8.46, 338.3, 8.46
S8, 2012-11-07 20:53:41, 9.57, 332.7, 9.57
S8, 2012-11-07 20:53:44, 10.13, 329.9, 10.13
S8, 2012-11-07 20:53:47, 10.13, 338.3, 10.13
S8, 2012-11-07 20:53:50, 9.57, 341.2, 9.57
S8, 2012-11-07 20:53:53, 9.01, 332.7, 9.01
S8, 2012-11-07 20:53:56, 9.57, 329.9, 9.57
S8, 2012-11-07 20:53:59, 8.46, 324.3, 8.46
S8, 2012-11-07 20:54:02, 6.2, 331.3, 6.2
S8, 2012-11-07 20:54:05, 4.5, 331.3, 4.5
S8, 2012-11-07 20:54:08, 3.94, 327.1, 3.94
S8, 2012-11-07 20:54:11, 5.64, 315.9, 5.64
S8, 2012-11-07 20:54:14, 5.08, 318.7, 5.08
S8, 2012-11-07 20:54:17, 5.08, 315.9, 5.08
S8, 2012-11-07 20:54:20, 4.5, 313.1, 4.5
S8, 2012-11-07 20:54:23, 5.08, 346.8, 5.08
S8, 2012-11-07 20:54:26, 6.76, 0, 6.76
S8, 2012-11-07 20:54:29, 6.76, 349.6, 6.76
S8, 2012-11-07 20:54:32, 8.46, 320.1, 8.46
S8, 2012-11-07 20:54:35, 7.9, 324.3, 7.9
S8, 2012-11-07 20:54:38, 9.57, 335.5, 9.57
S8, 2012-11-07 20:54:41, 10.13, 336.9, 10.13
S8, 2012-11-07 20:54:44, 10.13, 345.4, 10.13
S8, 2012-11-07 20:54:47, 11.27, 345.4, 11.27
S8, 2012-11-07 20:54:50, 10.69, 342.6, 10.69
S8, 2012-11-07 20:54:53, 9.57, 331.3, 9.57
S8, 2012-11-07 20:54:56, 10.13, 332.7, 10.13
S8, 2012-11-07 20:54:59, 9.01, 338.3, 9.01
S8, 2012-11-07 20:55:02, 8.46, 336.9, 8.46
S8, 2012-11-07 20:55:05, 9.01, 351, 9.01
S8, 2012-11-07 20:55:08, 8.46, 345.4, 8.46
S8, 2012-11-07 20:55:11, 7.9, 335.5, 7.9
S8, 2012-11-07 20:55:14, 9.01, 351, 9.01
S8, 2012-11-07 20:55:17, 9.57, 344, 9.57
S8, 2012-11-07 20:55:20, 12.95, 351, 12.95
S8, 2012-11-07 20:55:23, 14.09, 332.7, 14.09
S8, 2012-11-07 20:55:26, 14.09, 353.8, 14.09
S8, 2012-11-07 20:55:29, 14.09, 332.7, 14.09
S8, 2012-11-07 20:55:32, 16.89, 341.2, 16.89
S8, 2012-11-07 20:55:35, 15.77, 352.4, 15.77
S8, 2012-11-07 20:55:38, 17.47, 338.3, 17.47
S8, 2012-11-07 20:55:41, 17.47, 342.6, 17.47
S8, 2012-11-07 20:55:44, 16.89, 345.4, 16.89
S8, 2012-11-07 20:55:47, 14.65, 351, 14.65
S8, 2012-11-07 20:55:50, 13.51, 352.4, 13.51
S8, 2012-11-07 20:55:53, 11.83, 342.6, 11.83
S8, 2012-11-07 20:55:56, 12.39, 336.9, 12.39
S8, 2012-11-07 20:55:59, 9.57, 332.7, 9.57
S8, 2012-11-07 20:56:02, 7.31, 0, 7.31
S8, 2012-11-07 20:56:05, 11.27, 355.2, 11.27
S8, 2012-11-07 20:56:08, 13.51, 336.9, 13.51
S8, 2012-11-07 20:56:11, 14.65, 345.4, 14.65
S8, 2012-11-07 20:56:14, 16.33, 341.2, 16.33
S8, 2012-11-07 20:56:17, 15.77, 345.4, 15.77
S8, 2012-11-07 20:56:20, 14.65, 338.3, 14.65
S8, 2012-11-07 20:56:23, 14.65, 346.8, 14.65
S8, 2012-11-07 20:56:26, 14.65, 355.2, 14.65
S8, 2012-11-07 20:56:29, 12.95, 345.4, 12.95
S8, 2012-11-07 20:56:32, 11.83, 341.2, 11.83
S8, 2012-11-07 20:56:35, 11.83, 336.9, 11.83
S8, 2012-11-07 20:56:38, 11.27, 353.8, 11.27
S8, 2012-11-07 20:56:41, 10.13, 335.5, 10.13
S8, 2012-11-07 20:56:44, 9.01, 315.9, 9.01
S8, 2012-11-07 20:56:47, 10.13, 346.8, 10.13
S8, 2012-11-07 20:56:50, 9.01, 341.2, 9.01
S8, 2012-11-07 20:56:53, 10.69, 332.7, 10.69
S8, 2012-11-07 20:56:56, 10.13, 344, 10.13
S8, 2012-11-07 20:56:59, 14.09, 332.7, 14.09
S8, 2012-11-07 20:57:02, 12.95, 349.6, 12.95
S8, 2012-11-07 20:57:05, 11.83, 352.4, 11.83
S8, 2012-11-07 20:57:08, 11.83, 342.6, 11.83
S8, 2012-11-07 20:57:11, 10.69, 342.6, 10.69
S8, 2012-11-07 20:57:14, 10.69, 336.9, 10.69
S8, 2012-11-07 20:57:17, 9.57, 341.2, 9.57
S8, 2012-11-07 20:57:20, 8.46, 355.2, 8.46
S8, 2012-11-07 20:57:23, 7.9, 9.8, 7.9
S8, 2012-11-07 20:57:26, 9.01, 14, 9.01
S8, 2012-11-07 20:57:29, 8.46, 355.2, 8.46
S8, 2012-11-07 20:57:32, 7.31, 14, 7.31
S8, 2012-11-07 20:57:35, 10.13, 8.4, 10.13
S8, 2012-11-07 20:57:38, 9.01, 352.4, 9.01
S8, 2012-11-07 20:57:41, 10.13, 0, 10.13
S8, 2012-11-07 20:57:44, 10.13, 355.2, 10.13
S8, 2012-11-07 20:57:47, 9.57, 355.2, 9.57
S8, 2012-11-07 20:57:50, 7.9, 345.4, 7.9
S8, 2012-11-07 20:57:53, 9.57, 0, 9.57
S8, 2012-11-07 20:57:56, 11.27, 351, 11.27
S8, 2012-11-07 20:57:59, 9.01, 353.8, 9.01
S8, 2012-11-07 20:58:02, 11.27, 352.4, 11.27
S8, 2012-11-07 20:58:05, 11.27, 355.2, 11.27
S8, 2012-11-07 20:58:08, 10.69, 0, 10.69
S8, 2012-11-07 20:58:11, 10.13, 345.4, 10.13
S8, 2012-11-07 20:58:14, 12.39, 2.8, 12.39
S8, 2012-11-07 20:58:17, 14.09, 332.7, 14.09
S8, 2012-11-07 20:58:20, 15.21, 352.4, 15.21
S8, 2012-11-07 20:58:23, 13.51, 346.8, 13.51
S8, 2012-11-07 20:58:26, 12.39, 2.8, 12.39
S8, 2012-11-07 20:58:29, 9.01, 355.2, 9.01
S8, 2012-11-07 20:58:32, 9.01, 355.2, 9.01
S8, 2012-11-07 20:58:35, 10.13, 341.2, 10.13
S8, 2012-11-07 20:58:38, 11.83, 338.3, 11.83
S8, 2012-11-07 20:58:41, 12.95, 345.4, 12.95
S8, 2012-11-07 20:58:44, 12.95, 352.4, 12.95
S8, 2012-11-07 20:58:47, 11.27, 351, 11.27
S8, 2012-11-07 20:58:50, 13.51, 0, 13.51
S8, 2012-11-07 20:58:53, 11.83, 346.8, 11.83
S8, 2012-11-07 20:58:56, 7.9, 332.7, 7.9
S8, 2012-11-07 20:58:59, 8.46, 355.2, 8.46
S8, 2012-11-07 20:59:02, 9.01, 349.6, 9.01
S8, 2012-11-07 20:59:05, 13.51, 342.6, 13.51
S8, 2012-11-07 20:59:08, 13.51, 344, 13.51
S8, 2012-11-07 20:59:11, 10.69, 355.2, 10.69
S8, 2012-11-07 20:59:14, 11.27, 355.2, 11.27
S8, 2012-11-07 20:59:17, 11.83, 352.4, 11.83
S8, 2012-11-07 20:59:20, 11.83, 345.4, 11.83
S8, 2012-11-07 20:59:23, 10.69, 342.6, 10.69
S8, 2012-11-07 20:59:26, 10.13, 351, 10.13
S8, 2012-11-07 20:59:29, 11.27, 344, 11.27
S8, 2012-11-07 20:59:32, 11.27, 351, 11.27
S8, 2012-11-07 20:59:35, 9.01, 338.3, 9.01
S8, 2012-11-07 20:59:38, 9.57, 327.1, 9.57
S8, 2012-11-07 20:59:41, 7.9, 344, 7.9
S8, 2012-11-07 20:59:44, 8.46, 8.4, 8.46
S8, 2012-11-07 20:59:47, 10.69, 355.2, 10.69
S8, 2012-11-07 20:59:50, 11.83, 338.3, 11.83
S8, 2012-11-07 20:59:53, 8.46, 320.1, 8.46
S8, 2012-11-07 20:59:56, 6.76, 346.8, 6.76
S8, 2012-11-07 20:59:59, 6.2, 349.6, 6.2
S8, 2012-11-07 21:00:02, 9.01, 355.2, 9.01
S8, 2012-11-07 21:00:05, 11.83, 355.2, 11.83
S8, 2012-11-07 21:00:08, 10.69, 351, 10.69
S8, 2012-11-07 21:00:11, 10.69, 0, 10.69
S8, 2012-11-07 21:00:14, 9.01, 342.6, 9.01
S8, 2012-11-07 21:00:17, 10.13, 345.4, 10.13
S8, 2012-11-07 21:00:20, 9.57, 355.2, 9.57
S8, 2012-11-07 21:00:23, 8.46, 345.4, 8.46
S8, 2012-11-07 21:00:26, 9.01, 352.4, 9.01
S8, 2012-11-07 21:00:29, 11.27, 352.4, 11.27
S8, 2012-11-07 21:00:32, 10.13, 336.9, 10.13
S8, 2012-11-07 21:00:35, 9.01, 345.4, 9.01
S8, 2012-11-07 21:00:38, 12.39, 345.4, 12.39
S8, 2012-11-07 21:00:41, 10.69, 332.7, 10.69
S8, 2012-11-07 21:00:44, 14.65, 344, 14.65
S8, 2012-11-07 21:00:47, 12.39, 351, 12.39
S8, 2012-11-07 21:00:50, 12.95, 352.4, 12.95
S8, 2012-11-07 21:00:53, 12.95, 345.4, 12.95
S8, 2012-11-07 21:00:56, 11.83, 345.4, 11.83
S8, 2012-11-07 21:00:59, 9.01, 331.3, 9.01
S8, 2012-11-07 21:01:02, 9.57, 314.5, 9.57
S8, 2012-11-07 21:01:05, 9.57, 332.7, 9.57
S8, 2012-11-07 21:01:08, 11.27, 329.9, 11.27
S8, 2012-11-07 21:01:11, 12.95, 314.5, 12.95
S8, 2012-11-07 21:01:14, 12.95, 331.3, 12.95
S8, 2012-11-07 21:01:17, 12.95, 329.9, 12.95
S8, 2012-11-07 21:01:20, 12.39, 345.4, 12.39
S8, 2012-11-07 21:01:23, 11.27, 355.2, 11.27
S8, 2012-11-07 21:01:26, 12.39, 349.6, 12.39
S8, 2012-11-07 21:01:29, 9.57, 344, 9.57
S8, 2012-11-07 21:01:32, 10.13, 353.8, 10.13
S8, 2012-11-07 21:01:35, 11.27, 351, 11.27
S8, 2012-11-07 21:01:38, 16.33, 0, 16.33
S8, 2012-11-07 21:01:41, 14.09, 332.7, 14.09
S8, 2012-11-07 21:01:44, 17.47, 345.4, 17.47
S8, 2012-11-07 21:01:47, 14.65, 351, 14.65
S8, 2012-11-07 21:01:50, 15.21, 2.8, 15.21
S8, 2012-11-07 21:01:53, 19.71, 14, 19.71
S8, 2012-11-07 21:01:56, 19.71, 0, 19.71
S8, 2012-11-07 21:01:59, 18.03, 5.6, 18.03
S8, 2012-11-07 21:02:02, 15.21, 1.4, 15.21
S8, 2012-11-07 21:02:05, 14.09, 352.4, 14.09
S8, 2012-11-07 21:02:08, 12.39, 1.4, 12.39
S8, 2012-11-07 21:02:11, 13.51, 8.4, 13.51
S8, 2012-11-07 21:02:14, 11.83, 353.8, 11.83
S8, 2012-11-07 21:02:17, 12.95, 352.4, 12.95
S8, 2012-11-07 21:02:20, 12.95, 345.4, 12.95
S8, 2012-11-07 21:02:23, 10.13, 352.4, 10.13
S8, 2012-11-07 21:02:26, 11.83, 0, 11.83
S8, 2012-11-07 21:02:29, 9.57, 349.6, 9.57
S8, 2012-11-07 21:02:32, 11.27, 327.1, 11.27
S8, 2012-11-07 21:02:35, 10.69, 332.7, 10.69
S8, 2012-11-07 21:02:38, 11.27, 341.2, 11.27
S8, 2012-11-07 21:02:41, 13.51, 327.1, 13.51
S8, 2012-11-07 21:02:44, 13.51, 342.6, 13.51
S8, 2012-11-07 21:02:47, 13.51, 336.9, 13.51
S8, 2012-11-07 21:02:50, 12.95, 321.5, 12.95
S8, 2012-11-07 21:02:53, 11.83, 327.1, 11.83
S8, 2012-11-07 21:02:56, 11.27, 336.9, 11.27
S8, 2012-11-07 21:02:59, 10.69, 344, 10.69
